intersection_group,time_bin,vehicle_count,arrival_rate_per_min,mean_interarrival_sec,avg_speed,avg_delay,queue_ratio,long_queue_ratio,direction_imbalance,signal_imbalance,bottleneck_score
15,2022-05-09 02:05:00,98,19.6,3.061224489795918,10.35637973288961,0.26766085669769707,0.01020408163265306,0.0,0.18971261974177428,0.0,0.3626936213126532
15,2022-05-09 02:10:00,132,26.4,2.272727272727273,11.15078329092855,0.23469018497241853,0.03787878787878788,0.015151515151515152,0.17711202938475668,0.0,0.4208595850631602
15,2022-05-09 02:15:00,69,13.8,4.3478260869565215,9.854698410457544,0.3194996199330048,0.0,0.0,0.1926065952530981,0.0,0.383873988172178
15,2022-05-09 02:20:00,116,23.2,2.586206896551724,10.988986897872435,0.23358368377936756,0.008620689655172414,0.0,0.16810344827586207,0.0,0.28070552304296686
15,2022-05-09 02:25:00,122,24.4,2.459016393442623,11.276406291947849,0.21340083612328853,0.01639344262295082,0.00819672131147541,0.20612738511152917,0.0,0.308091474117203
15,2022-05-09 02:30:00,50,10.0,6.0,9.748592732191723,0.3048729435947067,0.0,0.0,0.21120000000000003,0.0,0.38669221109768764
15,2022-05-09 02:35:00,115,23.0,2.608695652173913,10.844881263597479,0.235097314979839,0.017391304347826087,0.008695652173913044,0.18472589792060493,0.0,0.34181317736132466
15,2022-05-09 02:40:00,109,21.8,2.7522935779816513,11.04592093322146,0.22713183948294963,0.01834862385321101,0.0,0.17751031057991754,0.0,0.32420873223771834
15,2022-05-09 02:45:00,62,12.4,4.838709677419355,10.505151852526206,0.2675657115546887,0.0,0.0,0.1899063475546306,0.0,0.3026648333952558
15,2022-05-09 02:50:00,107,21.4,2.803738317757009,11.663997202352142,0.18127557716478815,0.0,0.0,0.23539173726963053,0.0,0.19638989791268147
15,2022-05-09 02:55:00,84,16.8,3.5714285714285716,11.014150278603541,0.23789068626081228,0.011904761904761904,0.011904761904761904,0.2018140589569161,0.0,0.31606447181479314
15,2022-05-09 03:00:00,81,16.2,3.7037037037037037,11.118894498323598,0.2293210122726942,0.0,0.0,0.1839658588629782,0.0,0.23497657215382398
15,2022-05-09 03:05:00,99,19.8,3.0303030303030303,11.126643872222694,0.2360656466464663,0.0,0.0,0.22722171207019692,0.0,0.2665126101118362
15,2022-05-09 03:10:00,120,24.0,2.5,10.91957403469805,0.21999411051572618,0.008333333333333333,0.008333333333333333,0.2076388888888889,0.0,0.29474870396093233
15,2022-05-09 03:15:00,59,11.8,5.084745762711864,10.345960740930492,0.2464377356126085,0.0,0.0,0.16977879919563343,0.0,0.2816586485120421
15,2022-05-09 03:20:00,76,15.2,3.9473684210526314,11.2013277341969,0.22387866872727277,0.0,0.0,0.17382271468144042,0.0,0.21969107717455916
15,2022-05-09 03:25:00,108,21.6,2.7777777777777777,11.220474239768564,0.21462149912808126,0.018518518518518517,0.009259259259259259,0.18398491083676266,0.0,0.3086625751158785
15,2022-05-09 03:30:00,46,9.2,6.521739130434782,11.154289453884095,0.2118925387232072,0.043478260869565216,0.0,0.24669187145557658,0.0,0.4626204424527047
15,2022-05-09 03:35:00,102,20.4,2.9411764705882355,11.551905401154645,0.17839055986093996,0.00980392156862745,0.0,0.2368319876970396,0.0,0.2479964364547542
15,2022-05-09 03:40:00,80,16.0,3.75,11.657332346443393,0.20940300227242745,0.0,0.0,0.20250000000000004,0.0,0.1995492741123925
15,2022-05-09 03:45:00,44,8.8,6.818181818181818,9.314861291940353,0.34366210046782364,0.0,0.0,0.1890495867768595,0.0,0.4297556146128969
15,2022-05-09 03:50:00,54,10.8,5.555555555555555,10.685456038052527,0.24921261159714092,0.018518518518518517,0.0,0.2112482853223594,0.0,0.3788139115816444
15,2022-05-09 03:55:00,60,12.0,5.0,11.425843054851448,0.21911158001373202,0.0,0.0,0.1977777777777778,0.0,0.21616559930961873
15,2022-05-09 04:00:00,70,14.0,4.285714285714286,10.302731969191523,0.2892653184633956,0.014285714285714285,0.0,0.16571428571428573,0.0,0.3877351832736012
15,2022-05-09 04:05:00,117,23.4,2.5641025641025643,10.491648661789982,0.24942009426909234,0.017094017094017096,0.0,0.19512016947914382,0.0,0.377797870378974
15,2022-05-09 04:10:00,138,27.6,2.1739130434782608,11.479498388577047,0.19400855026376038,0.007246376811594203,0.007246376811594203,0.21445074564167194,0.0,0.24235602856412886
15,2022-05-09 04:15:00,63,12.6,4.761904761904762,10.944199252348229,0.22431751083146417,0.0,0.0,0.15948601662887377,0.0,0.22482845324871903
15,2022-05-09 04:20:00,90,18.0,3.3333333333333335,10.676381421912481,0.2306354923800719,0.011111111111111112,0.0,0.19703703703703704,0.0,0.32212914636385803
15,2022-05-09 04:25:00,105,21.0,2.857142857142857,11.337449804946294,0.20822697759002384,0.0,0.0,0.19800453514739227,0.0,0.21512809184630022
15,2022-05-09 04:30:00,60,12.0,5.0,10.157900280844437,0.28273345483355455,0.0,0.0,0.18444444444444444,0.0,0.3310322470707886
15,2022-05-09 04:35:00,87,17.4,3.4482758620689653,10.214042475574484,0.2801758697822675,0.034482758620689655,0.011494252873563218,0.1832474567314044,0.0,0.49402565169391804
15,2022-05-09 04:40:00,145,29.0,2.0689655172413794,11.002810468797975,0.22584982327831693,0.006896551724137931,0.0,0.155576694411415,0.0,0.2599139602930945
15,2022-05-09 04:45:00,112,22.4,2.6785714285714284,9.887703845308508,0.29797707984863003,0.026785714285714284,0.0,0.1595982142857143,0.0,0.4776255652992065
15,2022-05-09 04:50:00,156,31.2,1.9230769230769231,10.717010557161128,0.24668513592850444,0.00641025641025641,0.0,0.163379355687048,0.0,0.29595497813929095
15,2022-05-09 04:55:00,140,28.0,2.142857142857143,10.825809141593917,0.2424511198204444,0.014285714285714285,0.0,0.16193877551020408,0.0,0.3226324811207572
15,2022-05-09 05:00:00,116,23.2,2.586206896551724,10.101424577860945,0.27994757605937043,0.02586206896551724,0.0,0.17568370986920334,0.0,0.45590905859756387
15,2022-05-09 05:05:00,191,38.2,1.5706806282722514,11.139879912207098,0.22243128725112896,0.010471204188481676,0.005235602094240838,0.1768865985033305,0.0,0.28247744408412595
15,2022-05-09 05:10:00,196,39.2,1.530612244897959,11.060209365554343,0.2189432834471738,0.02040816326530612,0.01020408163265306,0.164618908788005,0.0,0.325251765835989
15,2022-05-09 05:15:00,122,24.4,2.459016393442623,9.947684041027493,0.30742664054975316,0.03278688524590164,0.0,0.1581564095673206,0.0,0.5112727816188479
15,2022-05-09 05:20:00,186,37.2,1.6129032258064515,10.911180401959701,0.240944606035453,0.010752688172043012,0.0,0.16354491848768646,0.0,0.3038203636309216
15,2022-05-09 05:25:00,200,40.0,1.5,10.880773495058124,0.24534826088728956,0.02,0.005,0.18054999999999996,0.0,0.36478376773341825
15,2022-05-09 05:30:00,170,34.0,1.7647058823529411,10.12716369176502,0.2878081026506857,0.0058823529411764705,0.0,0.1586159169550173,0.0,0.35838411761461875
15,2022-05-09 05:35:00,291,58.2,1.0309278350515463,10.9436864694323,0.2414648641283436,0.010309278350515464,0.003436426116838488,0.17684014123593253,0.0,0.315507425140703
15,2022-05-09 05:40:00,273,54.6,1.098901098901099,10.50728694663098,0.2698680490110949,0.01098901098901099,0.0,0.1675723543855412,0.0,0.3598347994270252
15,2022-05-09 05:45:00,165,33.0,1.8181818181818181,10.011568165816731,0.30850308420422395,0.012121212121212121,0.006060606060606061,0.18295684113865934,0.0,0.42603304612804577
15,2022-05-09 05:50:00,310,62.0,0.967741935483871,10.400975682362473,0.2742227868345256,0.0032258064516129032,0.0,0.16909469302809577,0.0,0.335211117143101
